"城市","区县或县级市","检索日期","视频标题","BV号","视频链接","发布日","播放量","评论数","创作者","创作者UID","粉丝数","粉丝核验日","来源","门槛结论","评论采集状态","备注"
"常州市","常州市","2026-07-22","常州觅食日记！打卡网红甜品下午茶 碳水满满啦！","BV1bWPWeJEHr","https://www.bilibili.com/video/BV1bWPWeJEHr/","2025-02-24","10706","22","碳酸妖的觅食日记","11583003","50716","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"常州市","常州市","2026-07-22","常州也有1号餐了，吃的差点想哭！","BV1Yj411z7h9","https://www.bilibili.com/video/BV1Yj411z7h9/","2023-08-09","7593","22","冯杰频道","527431303","9465","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"常州市","常州市","2026-07-22","常州正宗潮汕牛肉火锅，只要钱到位什么肉都可以自助一样吃","BV14541157Md","https://www.bilibili.com/video/BV14541157Md/","2020-11-25","9395","21","胖三疯","626157934","29659","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","失败：HTTP 412，已停止批次","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"常州市","常州市","2026-07-22","【寻面长江】常州孟河鳝丝面，小众但出色","BV1MNY4ecEES","https://www.bilibili.com/video/BV1MNY4ecEES/","2024-08-08","27270","21","野文不懂吃","3546689080133740","670409","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"常州市","常州市","2026-07-22","常州人气早餐店每天至少卖1500根油条 泡着豆斋饼的豆腐汤给力","BV1zw411R7eS","https://www.bilibili.com/video/BV1zw411R7eS/","2021-07-07","6673","21","菠菜匠湖","336575391","55638","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"常州市","溧阳市","2026-07-22","为了这只酥皮烧饼，美食up在线乞讨！溧阳吃逛vlog","BV1uU4y1A7cp","https://www.bilibili.com/video/BV1uU4y1A7cp/","2021-09-23","158693","387","元气八眉菌","20546476","2304255","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"常州市","溧阳市","2026-07-22","江苏溧阳路边小饭馆5个菜216元，全是苏南时令菜，颜色清淡口味重","BV1JC411p7BG","https://www.bilibili.com/video/BV1JC411p7BG/","2024-02-29","46090","245","南京舟小九","508245489","98655","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"常州市","溧阳市","2026-07-22","用周末24h去常州吃蟹黄汤包和天目湖度假是一种怎样体验？","BV1G7ffYkEHC","https://www.bilibili.com/video/BV1G7ffYkEHC/","2025-01-25","76866","208","南京刘好燃","503995541","392040","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"常州市","溧阳市","2026-07-22","鸡蛋还能这样做！ 老少皆宜，江苏溧阳水蒸蛋。#美食制作分享 #蓝洋林顿酒店 #江苏美食","BV1yRmEB5Ecg","https://www.bilibili.com/video/BV1yRmEB5Ecg/","2025-12-12","82716","203","西瓜吹雪解说","2092855066","409198","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"常州市","溧阳市","2026-07-22","溧阳街边热卖的扎肝拌面，14元一大碗，早上吃得好撑啊","BV1aq4y1T7BK","https://www.bilibili.com/video/BV1aq4y1T7BK/","2021-09-06","22326","95","小万视频","321575566","149230","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"常州市","溧阳市","2026-07-22","溧阳之行vlog，打卡天目湖农家菜馆，味道超棒，景色超美","BV1Cf4y1A7WQ","https://www.bilibili.com/video/BV1Cf4y1A7WQ/","2021-09-06","103566","80","小万视频","321575566","149230","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"常州市","溧阳市","2026-07-22","在溧阳驻京办里，点一份498的天目湖鱼头汤，到底得多好喝？","BV1wN411k7jz","https://www.bilibili.com/video/BV1wN411k7jz/","2023-06-07","22191","65","太阳探店Plus","143643461","189178","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"常州市","溧阳市","2026-07-22","江苏溧阳老灶猪大肠面，40年没起名18元一碗2两肥肠，一天限一锅","BV12F4m1V7bv","https://www.bilibili.com/video/BV12F4m1V7bv/","2024-03-11","37976","64","南京舟小九","508245489","98655","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"常州市","溧阳市","2026-07-22","江苏溧阳|天目湖畔边的天然隐居之所「隐居天目湖WEI酒店」","BV1qE421N729","https://www.bilibili.com/video/BV1qE421N729/","2024-06-21","11717","28","COCOGO旅行","32836081","41628","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","【常熟一柒X日料放题】688元 冤种探店！玩不起就别做自助","BV15gQ3Y4E8X","https://www.bilibili.com/video/BV15gQ3Y4E8X/","2025-03-14","905863","2507","陈随便778","480662886","498466","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","花110元吃到神级脑花，好吃还得是小馆…","BV13nqYBBEFS","https://www.bilibili.com/video/BV13nqYBBEFS/","2025-12-17","728890","614","野文不懂吃","3546689080133740","670409","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","元旦去常熟吃炒浇面，2天8碗实在太爽了！","BV1Jg4y1r7p8","https://www.bilibili.com/video/BV1Jg4y1r7p8/","2024-01-03","116851","465","小猪好吃喝","77087977","186717","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","江苏常熟｜上海高铁半小时达，人均不到60的常熟蒸三鲜、血糯米、蕈油豆腐、草头薄饼","BV1Nh4y197Lj","https://www.bilibili.com/video/BV1Nh4y197Lj/","2023-06-17","29329","328","炸毛羊炸毛羊","480568508","8806","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","浇头现炒！大排现炸！雪菜海带免费畅吃！吃的又爽又饱很不错！","BV12b411Q7KB","https://www.bilibili.com/video/BV12b411Q7KB/","2023-02-25","176638","324","爱池面","4321826","384648","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","在常熟小胡同里吃宝藏炸串摊，甜酱绝绝子！里脊肉1块5毛，年糕1块，鸡排2块，豆干2块比脸大，臭豆腐5块满满一大碗，不仅好吃而且性价比炸裂！","BV19NobYHEqQ","https://www.bilibili.com/video/BV19NobYHEqQ/","2025-03-25","485697","273","达哥在上海","504799975","1052677","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","在江苏常熟吃当地苍蝇馆子，吃菜全靠抢！一进门几十种现炒的菜摆在眼前，任意挑选，氛围感拉满，烟火气十足#常熟美食#苍蝇馆子#常州美食推荐#烟火气小店","BV1XGdVYqEyD","https://www.bilibili.com/video/BV1XGdVYqEyD/","2025-04-10","1543026","253","达哥在上海","504799975","1052677","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","江苏常熟乡下蒸菜馆，吃饭人均10元喝酒人均20，4碗硬菜一共80元","BV146421w74c","https://www.bilibili.com/video/BV146421w74c/","2024-03-17","47787","174","南京舟小九","508245489","98655","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","早餐吃十个肉包子的大范围动态身高持有者：我建议健身小白练后需休息一至两个月。","BV1pZAEeoE2v","https://www.bilibili.com/video/BV1pZAEeoE2v/","2025-02-20","33990","161","_薄特特_","1953301228","96779","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","【苏州美食】常熟蕈油面、炒浇面虾爆鳝、塔弄炒货……常熟半日游小记","BV16C4y1m7WZ","https://www.bilibili.com/video/BV16C4y1m7WZ/","2023-11-18","14373","153","姑苏佳颖","24344226","34520","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","41元两碗面一块生炸大排，汤头秒杀南京面条的苏式常熟炒浇面","BV1Mk4y1r7rj","https://www.bilibili.com/video/BV1Mk4y1r7rj/","2020-05-29","21674","144","南京舟小九","508245489","98655","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","江苏常熟炸鸡老店，千里香炸鸡，这似曾相识的味道，在北京也有","BV1xRVPzuE4r","https://www.bilibili.com/video/BV1xRVPzuE4r/","2025-05-05","54472","137","太阳探店Plus","143643461","189178","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","江苏常熟国际面馆，浇头现炒现盖鳝鱼面15元，必配生炸猪大排10元一块","BV1GC411j73P","https://www.bilibili.com/video/BV1GC411j73P/","2024-04-05","34277","130","南京舟小九","508245489","98655","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","分享三个常熟打卡圣地，最后一个尤其令我向往","BV1K9AKzHEYB","https://www.bilibili.com/video/BV1K9AKzHEYB/","2026-03-22","8389","126","老顾懂","401866998","5672","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","和群友一起去常熟跑马，逛吃炒浇面生煎大排、特色蒸菜、苍蝇小馆，无比欢乐！","BV15XDNY6E7n","https://www.bilibili.com/video/BV15XDNY6E7n/","2024-11-06","53156","125","小猪好吃喝","77087977","186717","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","一个人用周末24小时去常熟吃炒浇面和下一趟江南是一种怎样体验","BV1T3Lz6AESJ","https://www.bilibili.com/video/BV1T3Lz6AESJ/","2026-05-19","34493","113","南京刘好燃","503995541","392040","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","Vlog｜吃常熟炒浇面、虞山蕈油面，在虞山脚下森林茶园里喝本地茶","BV1bN411y7QF","https://www.bilibili.com/video/BV1bN411y7QF/","2023-06-09","8931","97","炸毛羊炸毛羊","480568508","8806","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","第一次去常熟，这么吃就对了","BV1p7Vp6TEDb","https://www.bilibili.com/video/BV1p7Vp6TEDb/","2026-05-28","4691","74","老顾懂","401866998","5672","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","【拉片式观诺】烤肉自助利好阿诺，可以喝五瓶甜水吃俩冰淇淋！","BV1APKN6qEpn","https://www.bilibili.com/video/BV1APKN6qEpn/","2026-07-19","7177","71","四喵居士没事敷面膜","3494369550142019","25041","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","常熟的蕈油面，还真香啊","BV1oT4peDEie","https://www.bilibili.com/video/BV1oT4peDEie/","2024-09-13","16090","70","嘴特碎的何老湿","147216223","27736","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","江苏常熟百年老饭店，4个家常菜140块，石板柴火灶台全国都不多见","BV193EezmE19","https://www.bilibili.com/video/BV193EezmE19/","2025-05-20","62601","69","南京舟小九","508245489","98655","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","常熟134年历史王四酒家，叫花鸡128元一只，先裹荷叶再裹泥","BV1e5411n7tb","https://www.bilibili.com/video/BV1e5411n7tb/","2021-01-08","9882","63","南京舟小九","508245489","98655","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","72天速成咸肉5元6块，素菜一份2块5，江苏常熟乡下饭店是真好吃","BV17q7GztEQK","https://www.bilibili.com/video/BV17q7GztEQK/","2025-05-31","48669","61","南京舟小九","508245489","98655","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","无聊的夜宵 &lt;全&gt; 20240402 01:49","BV1Tz421Z7BY","https://www.bilibili.com/video/BV1Tz421Z7BY/","2024-04-02","10389","61","_薄特特_","1953301228","96779","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","苏州常熟南门坛上，美食者的天堂，最想参观的百年老浴室停业了","BV12R4y1r76G","https://www.bilibili.com/video/BV12R4y1r76G/","2022-12-13","17947","60","景晨在葑溪","479566219","10017","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","今天我们在江苏常熟，吃一个淡水鱼之王，1800元一斤的刀鱼","BV1G1qmBmEoM","https://www.bilibili.com/video/BV1G1qmBmEoM/","2025-12-21","27089","60","爱吃的麦总","3632308500302251","9594","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","【常熟周末24小时】虞山小环线｜印象城星程酒店测评｜铁皮棚棚｜城北食府｜南门坛上｜总马桥早市｜《北上》同款馄饨","BV1vd7D6UE5f","https://www.bilibili.com/video/BV1vd7D6UE5f/","2026-06-06","23684","60","小叶一家日常","1676290127","7364","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","常熟这臭豆腐和煎团真是独具一格 蕈油面不愧是素面之王啊 美中不足碰见了地域歧视啊","BV1pp4y1u77r","https://www.bilibili.com/video/BV1pp4y1u77r/","2023-10-16","21304","57","辉子-猪脚饭创业版","86613135","90903","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","【走进常熟服装城vlog】探秘进货攻略！第一次去哪个楼最便宜？带你们看看不为人知的皓皓还有常熟美食哟～|Oriii皓皓","BV1Mb411M7ki","https://www.bilibili.com/video/BV1Mb411M7ki/","2019-04-10","9926","55","Ori皓皓","26055477","64004","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","常州勤业新开的炒浇面馆，食材新鲜浇头带锅气，这里有常熟的味道！","BV1wL411U7mB","https://www.bilibili.com/video/BV1wL411U7mB/","2023-04-05","8101","47","秦大浪vlog","1238201958","20150","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","去常熟百年老店王四，吃一碗虞山松蕈油面","BV1oc411o7YU","https://www.bilibili.com/video/BV1oc411o7YU/","2023-10-25","16787","39","老顾懂","401866998","5672","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","常熟本地人才知道，非网红口碑宝藏小吃","BV1tZ6pBVE5h","https://www.bilibili.com/video/BV1tZ6pBVE5h/","2026-02-01","4918","38","老顾懂","401866998","5672","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","常熟小巷里开了20多年的小饭馆 每天中午爆满！","BV1t7jbzHEST","https://www.bilibili.com/video/BV1t7jbzHEST/","2025-05-24","22909","37","行走的老徐","394832059","19831","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","常熟封神的焖肉鳝丝面，竟藏在一家老年茶室","BV1W7jC6BEjQ","https://www.bilibili.com/video/BV1W7jC6BEjQ/","2026-06-20","7912","37","老顾懂","401866998","5672","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","在常熟吃了几年面，终于头一回感受到了蕈油面的美味","BV1Ej3QzXE5g","https://www.bilibili.com/video/BV1Ej3QzXE5g/","2025-07-05","10695","36","老顾懂","401866998","5672","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","每周花“100元”真实测评上海一站地铁附近的美食-常熟路站","BV1AZcSe3Emx","https://www.bilibili.com/video/BV1AZcSe3Emx/","2025-01-14","20756","34","美食胖大星","3493091161934135","103912","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","常熟隔壁，南通农家小院里的小海鲜","BV1YMGmziEvR","https://www.bilibili.com/video/BV1YMGmziEvR/","2025-04-30","5909","31","老顾懂","401866998","5672","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","常熟人才知道的口碑好店，和隐藏菜单","BV16ccszXEUz","https://www.bilibili.com/video/BV16ccszXEUz/","2026-02-15","6186","29","老顾懂","401866998","5672","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","游兴福寺，吃蕈油面，口碑两极分化的常熟特色美食","BV1TCXUYWE3G","https://www.bilibili.com/video/BV1TCXUYWE3G/","2025-03-01","14109","28","老顾懂","401866998","5672","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","苏州苏滟秋季菜内测，重构常熟叫花鸡【弘举】","BV1YFC9YREm8","https://www.bilibili.com/video/BV1YFC9YREm8/","2024-10-19","4272","28","一念弘举","2714426","21389","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","一碗炒浇面，从常熟走到了罗马","BV17KjGzREGd","https://www.bilibili.com/video/BV17KjGzREGd/","2025-05-25","5105","27","苏味人生","3493269581335114","5116","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","被本地人按头安利的三家常熟宝藏馄饨铺","BV1qVdzBGEPc","https://www.bilibili.com/video/BV1qVdzBGEPc/","2026-04-17","2912","27","老顾懂","401866998","5672","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","北国水饺对面，藏着一代常熟人儿时记忆的粉丝煲","BV1sQRrBcEds","https://www.bilibili.com/video/BV1sQRrBcEds/","2026-05-06","4009","26","老顾懂","401866998","5672","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","一脚油门去常熟，衡山路上的新派面馆","BV1pdtmztEKV","https://www.bilibili.com/video/BV1pdtmztEKV/","2025-08-09","6889","25","老顾懂","401866998","5672","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","常熟沙家浜鸡王，靠一只鸡打破常熟美食荒漠规则，扬言年赚一亿是普通家庭。","BV1pw411k721","https://www.bilibili.com/video/BV1pw411k721/","2023-10-15","7324","22","曾哥振弟","660013124","54502","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","来常熟一定要体验下，本地特色的早茶","BV1rAEw69EvK","https://www.bilibili.com/video/BV1rAEw69EvK/","2026-06-06","3668","22","老顾懂","401866998","5672","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","常熟市","2026-07-22","生煎大排夯爆了！常熟炒浇面也可以充满青春感","BV1QtRZBDE1k","https://www.bilibili.com/video/BV1QtRZBDE1k/","2026-05-11","3621","21","老顾懂","401866998","5672","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","昆山市","2026-07-22","外国人都不敢轻易尝试的“项羽面”，老王：鳝鱼这么好吃的东西你们为啥不爱吃呢？","BV15T421z7cR","https://www.bilibili.com/video/BV15T421z7cR/","2024-09-01","695425","1133","老王在中国","3537122973714533","3898938","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","昆山市","2026-07-22","苏州昆山老板公司聚餐，犒劳员工，安排一只新疆烤全羊，现场气氛真热闹 #上海美食 #上海烤全羊 #嘉兴美食 #嘉兴烤全羊","BV1fV7C6PEwX","https://www.bilibili.com/video/BV1fV7C6PEwX/","2026-06-05","621207","1096","苏州刚子馕坑烤全羊","3706984060685037","94522","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
"苏州市","昆山市","2026-07-22","昆山的羊肉有亿点与众不同，国外一小伙吃的手舞足蹈起来！","BV1CFHxesExx","https://www.bilibili.com/video/BV1CFHxesExx/","2024-09-03","556139","1004","老王在中国","3537122973714533","3898938","2026-07-22","B站内置浏览器搜索页结构化数据+公开粉丝接口","通过：粉丝>5000 且评论>20","待重新采集","地区和餐饮语义由标题、标签或简介命中；评论数为搜索页结构化字段 review"
